icon 0: {'type': 'text', 'bbox': [0.06693548709154129, 0.01984127052128315, 0.15887096524238586, 0.035353533923625946], 'interactivity': True, 'content': '13:30', 'source': 'box_ocr_content_ocr'}
icon 1: {'type': 'icon', 'bbox': [0.16841848194599152, 0.017447998747229576, 0.21073268353939056, 0.0361495204269886], 'interactivity': True, 'content': 'a notification or alert.', 'source': 'box_yolo_content_yolo'}
icon 2: {'type': 'icon', 'bbox': [0.21879686415195465, 0.017609015107154846, 0.2592254877090454, 0.03576738014817238], 'interactivity': True, 'content': 'A web browser or application.', 'source': 'box_yolo_content_yolo'}
icon 3: {'type': 'icon', 'bbox': [0.2688833773136139, 0.017882270738482475, 0.30831995606422424, 0.03529057651758194], 'interactivity': True, 'content': 'Refresh or reload.', 'source': 'box_yolo_content_yolo'}
icon 4: {'type': 'icon', 'bbox': [0.31797826290130615, 0.01758628338575363, 0.35800856351852417, 0.03573025017976761], 'interactivity': True, 'content': 'Refresh or reload the page.', 'source': 'box_yolo_content_yolo'}
icon 5: {'type': 'icon', 'bbox': [0.7032356858253479, 0.014765843749046326, 0.752088189125061, 0.037939008325338364], 'interactivity': True, 'content': 'a profile or icon.', 'source': 'box_yolo_content_yolo'}
icon 6: {'type': 'icon', 'bbox': [0.7613105773925781, 0.01585868000984192, 0.808917224407196, 0.03672261908650398], 'interactivity': True, 'content': 'Wi-Fi signal orWi-fi connectivity.', 'source': 'box_yolo_content_yolo'}
icon 7: {'type': 'icon', 'bbox': [0.8142860531806946, 0.015951449051499367, 0.8561640381813049, 0.036071665585041046], 'interactivity': True, 'content': 'A close or delete function.', 'source': 'box_yolo_content_yolo'}
icon 8: {'type': 'icon', 'bbox': [0.8645163178443909, 0.016958672553300858, 0.9323146939277649, 0.03575374558568001], 'interactivity': True, 'content': 'A number or date.', 'source': 'box_yolo_content_yolo'}
icon 9: {'type': 'icon', 'bbox': [0.024673230946063995, 0.049660660326480865, 0.4696365296840668, 0.09684490412473679], 'interactivity': True, 'content': 'BIRKENST... BIRKENSTOCK ', 'source': 'box_yolo_content_ocr'}
icon 10: {'type': 'icon', 'bbox': [0.5273942947387695, 0.055069755762815475, 0.6110098361968994, 0.09248824417591095], 'interactivity': True, 'content': 'a close up of an eye with a red mark in it.', 'source': 'box_yolo_content_yolo'}
icon 11: {'type': 'icon', 'bbox': [0.6148861050605774, 0.055105388164520264, 0.6962776184082031, 0.09180428087711334], 'interactivity': True, 'content': 'a person wearing glasses.', 'source': 'box_yolo_content_yolo'}
icon 12: {'type': 'icon', 'bbox': [0.7034046053886414, 0.055249180644750595, 0.7816214561462402, 0.09137272834777832], 'interactivity': True, 'content': 'a cat holding a pen.', 'source': 'box_yolo_content_yolo'}
icon 13: {'type': 'icon', 'bbox': [0.788205623626709, 0.0551263652741909, 0.8787939548492432, 0.09134653955698013], 'interactivity': True, 'content': 'The number 9.', 'source': 'box_yolo_content_yolo'}
icon 14: {'type': 'icon', 'bbox': [0.891793429851532, 0.05543304607272148, 0.9814826250076294, 0.09271758794784546], 'interactivity': True, 'content': 'a close or delete function.', 'source': 'box_yolo_content_yolo'}
icon 15: {'type': 'icon', 'bbox': [0.02340732142329216, 0.10475513339042664, 0.32649534940719604, 0.13475994765758514], 'interactivity': True, 'content': 'A file or file management tool.', 'source': 'box_yolo_content_yolo'}
icon 16: {'type': 'icon', 'bbox': [0.33772963285446167, 0.1047692596912384, 0.4987998306751251, 0.13433043658733368], 'interactivity': True, 'content': 'A user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 17: {'type': 'icon', 'bbox': [0.7381243705749512, 0.10445546358823776, 0.9812554121017456, 0.1349044144153595], 'interactivity': True, 'content': 'a tool for changing items or a file.', 'source': 'box_yolo_content_yolo'}
icon 18: {'type': 'icon', 'bbox': [0.04535241052508354, 0.13957111537456512, 0.39496031403541565, 0.18390437960624695], 'interactivity': True, 'content': 'A text editor or platform for starting or ending a text file.', 'source': 'box_yolo_content_yolo'}
icon 19: {'type': 'icon', 'bbox': [0.41851502656936646, 0.13854913413524628, 0.7617440223693848, 0.18629242479801178], 'interactivity': True, 'content': 'A switch to a power outlet.', 'source': 'box_yolo_content_yolo'}
icon 20: {'type': 'icon', 'bbox': [0.7538596987724304, 0.1401190310716629, 0.8520848155021667, 0.18733437359333038], 'interactivity': True, 'content': 'A symbol or symbol related to Chinese characters.', 'source': 'box_yolo_content_yolo'}
icon 21: {'type': 'icon', 'bbox': [0.849685549736023, 0.13977693021297455, 0.9589508771896362, 0.18790535628795624], 'interactivity': True, 'content': '20 ', 'source': 'box_yolo_content_ocr'}
icon 22: {'type': 'icon', 'bbox': [0.73688805103302, 0.4089694917201996, 0.9757489562034607, 0.5458843111991882], 'interactivity': True, 'content': 'A map or image file.', 'source': 'box_yolo_content_yolo'}
icon 23: {'type': 'icon', 'bbox': [0.7606606483459473, 0.5845267176628113, 0.9493333101272583, 0.6050125956535339], 'interactivity': True, 'content': 'A tool or tool for writing.', 'source': 'box_yolo_content_yolo'}
icon 24: {'type': 'icon', 'bbox': [0.7600758075714111, 0.6079643368721008, 0.9494938254356384, 0.6279855370521545], 'interactivity': True, 'content': 'A symbol or symbol related to a user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 25: {'type': 'icon', 'bbox': [0.7479945421218872, 0.6423619389533997, 0.9639610052108765, 0.6665013432502747], 'interactivity': True, 'content': 'a tool for filling up a section.', 'source': 'box_yolo_content_yolo'}
icon 26: {'type': 'icon', 'bbox': [0.027167461812496185, 0.6769334673881531, 0.4491185247898102, 0.7100772857666016], 'interactivity': True, 'content': 'A close-up or delete function.', 'source': 'box_yolo_content_yolo'}
icon 27: {'type': 'icon', 'bbox': [0.8018831610679626, 0.6875002980232239, 0.9176698923110962, 0.7128012776374817], 'interactivity': True, 'content': 'A symbol or symbol related to a user interface.', 'source': 'box_yolo_content_yolo'}
icon 28: {'type': 'icon', 'bbox': [0.02698732726275921, 0.7108034491539001, 0.38793519139289856, 0.7444603443145752], 'interactivity': True, 'content': '11 ***: ', 'source': 'box_yolo_content_ocr'}
icon 29: {'type': 'icon', 'bbox': [0.02777389995753765, 0.7451688647270203, 0.5320134162902832, 0.7770345211029053], 'interactivity': True, 'content': '12 ', 'source': 'box_yolo_content_ocr'}
